gesture_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
one_finger_down,0.0,0.0,-0.040376126766204834,-0.028842806816101074,-0.07125765085220337,-0.09434747695922852,-0.05806863307952881,-0.159027099609375,-0.029141366481781006,-0.19300249218940735,-0.07607924938201904,-0.19481587409973145,-0.08333200216293335,-0.2756846845149994,-0.08483016490936279,-0.3274737000465393,-0.08303624391555786,-0.3735293447971344,-0.0406339168548584,-0.18857130408287048,-0.04538619518280029,-0.22227811813354492,-0.04686838388442993,-0.15125364065170288,-0.0454484224319458,-0.13088202476501465,-0.004895627498626709,-0.17519065737724304,-0.010538816452026367,-0.19630667567253113,-0.016944587230682373,-0.12850338220596313,-0.015591025352478027,-0.11380302906036377,0.02888590097427368,-0.15304988622665405,0.020736396312713623,-0.17901819944381714,0.010644614696502686,-0.13190221786499023,0.011522531509399414,-0.11619871854782104
one_finger_down,0.0018970370292663574,-0.0032677054405212402,-0.03720980882644653,-0.03651893138885498,-0.06643569469451904,-0.1022634506225586,-0.05272883176803589,-0.1626291275024414,-0.02262037992477417,-0.1955062747001648,-0.07177764177322388,-0.19693642854690552,-0.08034759759902954,-0.2817399501800537,-0.08170324563980103,-0.3336004912853241,-0.08053582906723022,-0.38061919808387756,-0.03636646270751953,-0.19018366932868958,-0.040873050689697266,-0.22890394926071167,-0.042326390743255615,-0.16067779064178467,-0.040260374546051025,-0.1353563666343689,-0.001087784767150879,-0.1761806309223175,-0.0054351091384887695,-0.1987978219985962,-0.011879682540893555,-0.13194620609283447,-0.01090705394744873,-0.11561089754104614,0.032172203063964844,-0.15412598848342896,0.025238096714019775,-0.18008846044540405,0.014669358730316162,-0.13309240341186523,0.013995766639709473,-0.11669963598251343
one_finger_down,0.004213929176330566,-0.0016889572143554688,-0.03524559736251831,-0.03393799066543579,-0.0651659369468689,-0.10130369663238525,-0.050983548164367676,-0.1655970811843872,-0.019731998443603516,-0.20045500993728638,-0.06949514150619507,-0.2007264792919159,-0.07682007551193237,-0.2841852605342865,-0.077717125415802,-0.3369080126285553,-0.0751376748085022,-0.38431039452552795,-0.0333898663520813,-0.19412967562675476,-0.03877919912338257,-0.23061272501945496,-0.04019802808761597,-0.15806156396865845,-0.037106871604919434,-0.13498085737228394,0.0025177597999572754,-0.1793404221534729,-0.002538621425628662,-0.20157748460769653,-0.009703516960144043,-0.1322968602180481,-0.007464706897735596,-0.11724954843521118,0.0361974835395813,-0.15611803531646729,0.02840864658355713,-0.18228700757026672,0.017416417598724365,-0.1340639591217041,0.01809227466583252,-0.11858934164047241
one_finger_down,0.00646442174911499,-0.001467585563659668,-0.03220343589782715,-0.03449571132659912,-0.06054455041885376,-0.10075360536575317,-0.0485953688621521,-0.16433387994766235,-0.018708109855651855,-0.20063334703445435,-0.06615215539932251,-0.20118555426597595,-0.07384699583053589,-0.28649795055389404,-0.07497972249984741,-0.33853739500045776,-0.0729789137840271,-0.38615643978118896,-0.03075230121612549,-0.19335642457008362,-0.03397589921951294,-0.23075318336486816,-0.03561854362487793,-0.15955162048339844,-0.03447538614273071,-0.13913607597351074,0.004934072494506836,-0.17892569303512573,0.001704394817352295,-0.20052963495254517,-0.005180418491363525,-0.13285911083221436,-0.005217015743255615,-0.12158858776092529,0.038256824016571045,-0.15681278705596924,0.03215169906616211,-0.18186238408088684,0.02152198553085327,-0.13429325819015503,0.020477890968322754,-0.1198798418045044
one_finger_down,0.009127140045166016,-0.001267552375793457,-0.029819130897521973,-0.034025728702545166,-0.05838209390640259,-0.1010969877243042,-0.04467487335205078,-0.1657942533493042,-0.014762401580810547,-0.20360001921653748,-0.062946617603302,-0.20133069157600403,-0.07011932134628296,-0.2866852879524231,-0.07073551416397095,-0.33965569734573364,-0.06832998991012573,-0.38701868057250977,-0.027116835117340088,-0.19461235404014587,-0.03164052963256836,-0.2316857874393463,-0.03310227394104004,-0.16094458103179932,-0.031024515628814697,-0.13736838102340698,0.00877988338470459,-0.17983075976371765,0.0037883520126342773,-0.2012779414653778,-0.003133833408355713,-0.1333649754524231,-0.002035975456237793,-0.11927306652069092,0.042407333850860596,-0.1570824384689331,0.03402066230773926,-0.18224897980690002,0.023292243480682373,-0.13403409719467163,0.023128032684326172,-0.11884313821792603
one_finger_down,0.009824812412261963,-0.0027448534965515137,-0.0296289324760437,-0.035912156105041504,-0.059070587158203125,-0.10224401950836182,-0.043469369411468506,-0.16517150402069092,-0.010970890522003174,-0.2007182538509369,-0.06066781282424927,-0.20297986268997192,-0.06808000802993774,-0.2882295846939087,-0.06843984127044678,-0.3408067226409912,-0.06555914878845215,-0.38808009028434753,-0.023864030838012695,-0.19546455144882202,-0.028791964054107666,-0.23125183582305908,-0.030986130237579346,-0.15995842218399048,-0.028237640857696533,-0.1357772946357727,0.01185154914855957,-0.17943918704986572,0.006550908088684082,-0.19925150275230408,-0.0017099976539611816,-0.13094592094421387,4.565715789794922e-05,-0.11573076248168945,0.04572385549545288,-0.15545696020126343,0.03714430332183838,-0.17755025625228882,0.02485102415084839,-0.13028281927108765,0.024156570434570312,-0.11590379476547241
one_finger_down,0.010827898979187012,0.005200505256652832,-0.027183830738067627,-0.028509676456451416,-0.05578267574310303,-0.09587806463241577,-0.041404783725738525,-0.15925806760787964,-0.011561870574951172,-0.19546723365783691,-0.058015525341033936,-0.19614529609680176,-0.06446248292922974,-0.28391143679618835,-0.06541556119918823,-0.3359190821647644,-0.0637783408164978,-0.3852032423019409,-0.021726131439208984,-0.18774664402008057,-0.027492284774780273,-0.2292092740535736,-0.03001326322555542,-0.15697240829467773,-0.027443289756774902,-0.13648658990859985,0.014416992664337158,-0.17205393314361572,0.008569777011871338,-0.19632646441459656,0.0005321502685546875,-0.12676608562469482,0.0030869245529174805,-0.11424398422241211,0.048492372035980225,-0.14926409721374512,0.03916645050048828,-0.17479562759399414,0.027098536491394043,-0.12679976224899292,0.027394235134124756,-0.11261606216430664
one_finger_down,0.012088358402252197,0.009353995323181152,-0.026448845863342285,-0.024328887462615967,-0.054459333419799805,-0.09169137477874756,-0.03996175527572632,-0.15530520677566528,-0.01039189100265503,-0.19065353274345398,-0.057249248027801514,-0.1941286325454712,-0.06311613321304321,-0.2820550501346588,-0.06387984752655029,-0.33405494689941406,-0.06291776895523071,-0.382473349571228,-0.020543575286865234,-0.18535831570625305,-0.02342534065246582,-0.22348114848136902,-0.025304794311523438,-0.15248823165893555,-0.023666799068450928,-0.1283249855041504,0.0154532790184021,-0.16915321350097656,0.011291861534118652,-0.19260239601135254,0.003275632858276367,-0.12417101860046387,0.00435030460357666,-0.1080659031867981,0.04899340867996216,-0.1451246738433838,0.041455984115600586,-0.171242356300354,0.029379189014434814,-0.12388867139816284,0.028411448001861572,-0.10758298635482788
one_finger_down,0.014277517795562744,0.016487419605255127,-0.024714946746826172,-0.016904234886169434,-0.05208462476730347,-0.08318370580673218,-0.03755909204483032,-0.1449863314628601,-0.007331132888793945,-0.1790766716003418,-0.05462765693664551,-0.1853167712688446,-0.0606270432472229,-0.27586615085601807,-0.060296475887298584,-0.3280405104160309,-0.05777865648269653,-0.378775954246521,-0.017231285572052002,-0.1781882345676422,-0.024224817752838135,-0.21683210134506226,-0.02647000551223755,-0.14463871717453003,-0.02323061227798462,-0.12205755710601807,0.01888120174407959,-0.16282403469085693,0.0112992525100708,-0.18285301327705383,0.003195524215698242,-0.11434704065322876,0.005894839763641357,-0.10187315940856934,0.05228912830352783,-0.1398932933807373,0.04189121723175049,-0.16152280569076538,0.029795944690704346,-0.113547682762146,0.030215978622436523,-0.0997459888458252
one_finger_down,0.01352393627166748,0.024788320064544678,-0.026030004024505615,-0.0072664618492126465,-0.05200052261352539,-0.0713840126991272,-0.03570657968521118,-0.12901419401168823,-0.00496363639831543,-0.1616835594177246,-0.05358988046646118,-0.1764007806777954,-0.05803322792053223,-0.26819655299186707,-0.05678439140319824,-0.3201170563697815,-0.05437415838241577,-0.3711758852005005,-0.015592217445373535,-0.16939300298690796,-0.021645665168762207,-0.2038940191268921,-0.024526476860046387,-0.13385993242263794,-0.02156883478164673,-0.10736221075057983,0.020490169525146484,-0.1532396674156189,0.01339048147201538,-0.17067664861679077,0.00508350133895874,-0.10401755571365356,0.00722658634185791,-0.08982467651367188,0.05369991064071655,-0.12958776950836182,0.04419577121734619,-0.15094780921936035,0.031854450702667236,-0.1034058928489685,0.03162229061126709,-0.08866417407989502
